Break out existing chamber and enlarge ready for stove install,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020192_large_450x337.JPG
Fit Oak lintel and render chamber,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020193_large_450x337.JPG
Stovax Huntington 25 4.9kw with smoke kit,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020194_large_450x337.JPG
Slate tiled hearth with Stovax Stockton 5kw multi fuel stove,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020080_large_450x337.JPG
Pot hanging cowl,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020081_large_450x600.JPG
Remove 1950,s style fireplace,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020137_large_450x337.JPG
Fit lintel and render/plaster and lay slate hearth prior to stove installation,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020138_large_450x337.JPG
Stovax Stockton 5,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1020186_large_450x337.JPG
Multi Fuel rain cap with bird cowl,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010626_1000_large_450x337.JPG
Nice view from here,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010627_1200_large_450x337.JPG
Rain cowl and bird guard,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/6_large_450x337.jpg
Nova 150mm twin wall flu system,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/4_large_450x646.jpg
Nova twinwall flu with lead flashing kit and raincap,http://s3.amazonaws.com/independent-stove-installations-uk/galleries/9/P1010792_large_450x337.JPG
